CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,BalanceSalaryRatio,Age_Bin,Active_and_High_Balance,CreditScoreAgeInteraction,Actual_Churn,Predicted_Churn,Churn_Probability
641,Spain,Male,31,3,153316.14,1,1,0,59927.99,2.5583394337103584,Middle-Aged,0,19871,0,0,0.33
521,Germany,Female,49,2,127948.57,1,1,1,182765.14,0.7000709763360781,Middle-Aged,1,25529,0,1,0.66
566,Germany,Female,40,2,97001.36,2,1,0,154486.01,0.6278973740081707,Middle-Aged,0,22640,0,0,0.3
673,Spain,Female,37,8,0.0,2,1,1,183318.79,0.0,Middle-Aged,0,24901,0,0,0.01
580,France,Female,35,8,0.0,2,0,1,10357.03,0.0,Middle-Aged,0,20300,0,0,0.11
655,France,Male,27,10,0.0,2,1,0,51620.94,0.0,Young,0,17685,0,0,0.02
565,Germany,Female,32,9,68067.24,1,1,0,143287.58,0.475039357912249,Middle-Aged,0,18080,0,0,0.13
523,Germany,Male,63,6,116227.27,1,1,1,119404.63,0.9733899765863351,Senior,0,32949,0,1,0.57
688,France,Female,32,5,0.0,2,0,1,177607.77,0.0,Middle-Aged,0,22016,0,0,0.02
664,France,Female,41,5,0.0,1,1,1,152054.33,0.0,Middle-Aged,0,27224,0,0,0.24
690,Spain,Male,49,8,116622.73,1,0,1,51011.29,2.2862140910374937,Middle-Aged,0,33810,0,0,0.12
538,Germany,Male,25,5,62482.95,1,1,1,102758.43,0.6080566820649167,Young,0,13450,0,0,0.04
566,Germany,Female,44,5,141428.99,2,0,0,68408.74,2.067411123198585,Middle-Aged,0,24904,0,0,0.36
684,France,Male,45,6,148071.39,1,1,0,183575.01,0.8065988393518269,Middle-Aged,0,30780,0,0,0.25
609,France,Female,53,6,0.0,2,1,1,124218.27,0.0,Senior,0,32277,0,0,0.27
668,Germany,Male,47,7,106854.21,1,0,1,157959.02,0.6764679218698623,Middle-Aged,0,31396,1,0,0.47
624,France,Female,62,7,125163.62,2,1,1,151411.5,0.8266454001182209,Senior,0,38688,0,0,0.23
623,France,Male,45,0,0.0,1,1,0,196533.72,0.0,Middle-Aged,0,28035,1,0,0.47
595,France,Male,29,6,150685.79,1,1,0,87771.06,1.7168049468697315,Young,0,17255,0,0,0.03
665,Spain,Female,32,10,0.0,1,1,1,22487.45,0.0,Middle-Aged,0,21280,0,0,0.27
700,France,Female,37,7,0.0,2,1,0,17040.82,0.0,Middle-Aged,0,25900,0,0,0.03
594,France,Female,53,4,0.0,1,1,0,5408.74,0.0,Senior,0,31482,1,1,0.88
795,Germany,Male,38,7,125903.22,2,1,1,127068.92,0.9908262382335508,Middle-Aged,0,30210,0,0,0.03
484,France,Female,32,3,0.0,2,1,1,139390.99,0.0,Middle-Aged,0,15488,0,0,0.01
742,Germany,Female,36,2,129748.54,2,0,0,47271.61,2.7447455248509622,Middle-Aged,0,26712,1,0,0.08
499,Germany,Female,55,4,126817.65,2,1,0,123269.71,1.0287819286668232,Senior,0,27445,0,1,0.82
669,France,Male,45,7,149364.58,1,0,1,173454.07,0.8611189117672475,Middle-Aged,1,30105,0,0,0.23
560,Spain,Female,33,9,0.0,1,0,1,183358.21,0.0,Middle-Aged,0,18480,0,0,0.22
650,Spain,Female,23,5,0.0,1,1,1,180622.43,0.0,Young,0,14950,0,0,0.12
619,Spain,Male,52,8,0.0,2,1,1,123242.11,0.0,Senior,0,32188,0,0,0.13
652,Spain,Male,71,4,0.0,1,1,1,120107.1,0.0,Elderly,0,46292,0,0,0.12
705,Spain,Female,24,5,177799.83,2,0,0,79886.06,2.2256677823389963,Young,0,16920,0,0,0.38
778,Spain,Female,47,6,127299.34,2,1,0,124694.99,1.020885762932416,Middle-Aged,0,36566,0,0,0.44
629,Germany,Male,28,8,108601.0,1,1,1,119647.7,0.907673110306341,Young,0,17612,0,0,0.05
596,France,Female,39,10,86546.29,1,0,1,131768.98,0.6568032172670684,Middle-Aged,0,23244,0,0,0.28
754,France,Male,37,6,0.0,1,1,1,116141.72,0.0,Middle-Aged,0,27898,0,0,0.08
776,Spain,Male,30,6,0.0,2,0,1,63908.86,0.0,Young,0,23280,0,0,0.02
615,Germany,Female,44,9,126104.98,2,0,1,110718.02,1.1389743060795343,Middle-Aged,0,27060,0,0,0.33
684,Germany,Female,44,2,133776.86,2,0,1,49865.04,2.6827785558780257,Middle-Aged,1,30096,0,0,0.19
513,Germany,Female,49,5,171601.27,1,1,0,126223.84,1.359499679299885,Middle-Aged,0,25137,0,1,0.58
705,Spain,Female,46,5,89364.91,1,0,1,139162.15,0.6421639073555562,Middle-Aged,0,32430,0,0,0.34
489,Spain,Male,58,4,0.0,2,1,1,191419.32,0.0,Senior,0,28362,0,0,0.31
721,France,Male,40,3,0.0,1,1,1,144874.67,0.0,Middle-Aged,0,28840,0,0,0.17
690,France,Male,36,7,101583.11,2,1,0,123775.15,0.820706822007487,Middle-Aged,0,24840,0,0,0.05
683,France,Male,36,5,115350.63,1,1,1,122305.91,0.9431321021200039,Middle-Aged,0,24588,0,0,0.01
465,France,Male,33,5,0.0,2,0,1,78698.09,0.0,Middle-Aged,0,15345,0,0,0.06
850,France,Male,27,6,96654.72,2,0,0,152740.16,0.6328048890350776,Young,0,22950,0,0,0.08
627,Germany,Female,39,5,124586.93,1,1,0,93132.61,1.3377369108414334,Middle-Aged,0,24453,1,0,0.47
669,France,Female,47,9,61196.54,1,1,0,58170.24,1.0520248842019562,Middle-Aged,0,31443,0,0,0.46
762,France,Male,36,5,119547.46,1,1,1,42693.65,2.8001227348797775,Middle-Aged,0,27432,0,0,0.04
448,France,Female,36,6,83947.12,2,1,0,81999.53,1.0237512336960954,Middle-Aged,0,16128,0,0,0.13
813,Germany,Female,25,5,123616.43,1,0,1,132959.33,0.9297311441024861,Young,0,20325,0,0,0.34
601,Germany,Male,42,1,98495.72,1,1,0,40014.76,2.4614847121412198,Middle-Aged,0,25242,1,0,0.39
723,France,Male,28,4,0.0,2,1,1,123885.88,0.0,Young,0,20244,0,0,0.02
850,Germany,Female,35,7,114285.2,1,0,1,129660.59,0.8814181703168249,Middle-Aged,0,29750,0,0,0.27
601,France,Male,47,1,64430.06,2,0,1,96517.97,0.6675447069597505,Middle-Aged,0,28247,0,0,0.33
707,France,Female,35,9,0.0,2,1,1,70403.65,0.0,Middle-Aged,0,24745,0,0,0.02
461,France,Female,35,5,0.0,1,1,1,54209.02,0.0,Middle-Aged,0,16135,0,0,0.11
596,Spain,Male,67,6,0.0,2,1,1,138350.74,0.0,Senior,0,39932,0,0,0.05
730,Spain,Male,26,6,0.0,2,1,1,185808.7,0.0,Young,0,18980,0,0,0.01
540,Spain,Male,28,8,0.0,2,0,0,197588.32,0.0,Young,0,15120,0,0,0.01
631,Spain,Male,27,10,134169.62,1,1,1,176730.02,0.75917843499367,Young,1,17037,0,0,0.19
817,Germany,Male,45,9,101207.75,1,0,0,88211.12,1.1473355059996972,Middle-Aged,0,36765,1,1,0.59
583,France,Male,40,3,0.0,2,1,0,47728.0,0.0,Middle-Aged,0,23320,0,0,0.03
683,Germany,Female,32,0,138171.1,2,1,1,188203.58,0.7341576605503467,Middle-Aged,1,21856,0,0,0.1
662,France,Female,41,4,0.0,2,1,0,126551.48,0.0,Middle-Aged,0,27142,0,0,0.0
559,France,Male,33,9,111060.05,2,1,0,110371.84,1.0062353767047827,Middle-Aged,0,18447,0,0,0.07
538,Germany,Female,28,6,164365.44,1,0,1,5698.97,28.841253770418163,Young,1,15064,0,0,0.26
670,France,Female,38,4,119624.54,2,1,1,110472.12,1.0828482335633642,Middle-Aged,0,25460,0,0,0.04
638,France,Male,36,6,188455.19,1,0,0,47031.4,4.007007871337022,Middle-Aged,0,22968,1,0,0.29
702,France,Female,29,10,88378.6,1,1,0,88550.28,0.9980612144874077,Young,0,20358,0,0,0.13
742,Germany,Female,21,1,114292.48,1,1,0,31520.4,3.625984441821804,Young,0,15582,0,0,0.36
731,France,Male,43,2,0.0,1,1,1,170034.95,0.0,Middle-Aged,0,31433,1,0,0.22
559,France,Female,43,1,0.0,1,0,1,86634.3,0.0,Middle-Aged,0,24037,0,0,0.36
607,Germany,Male,36,10,106702.94,2,0,0,198313.69,0.5380513064932633,Middle-Aged,0,21852,0,0,0.21
547,Germany,Male,55,4,111362.76,3,1,0,16922.28,6.580836624851971,Senior,0,30085,1,1,0.94
652,Spain,Female,36,1,0.0,2,1,1,19302.78,0.0,Middle-Aged,0,23472,0,0,0.1
604,France,Female,34,7,0.0,2,1,0,193021.49,0.0,Middle-Aged,0,20536,0,0,0.01
735,France,Female,38,1,0.0,3,0,0,92220.12,0.0,Middle-Aged,0,27930,1,1,0.51
545,Germany,Male,45,6,93796.42,2,1,1,162321.26,0.5778443316667207,Middle-Aged,0,24525,0,0,0.24
506,Germany,Male,28,8,53053.76,1,0,1,24577.34,2.158645321259339,Young,0,14168,0,0,0.12
525,Germany,Female,30,0,157989.21,2,1,1,100687.67,1.5691018572581925,Young,1,15750,0,0,0.1
620,France,Female,33,9,127638.35,1,1,1,192717.57,0.6623078009960379,Middle-Aged,0,20460,0,0,0.14
658,France,Female,43,7,140260.36,2,1,0,2748.72,51.02751826304607,Middle-Aged,0,28294,0,0,0.16
526,Germany,Female,32,6,131938.92,2,1,1,1795.93,73.46551368928634,Middle-Aged,1,16832,0,0,0.18
665,France,Female,34,1,96645.54,2,0,0,171413.66,0.5638146924813343,Middle-Aged,0,22610,0,0,0.04
529,France,Male,28,9,0.0,2,1,1,52545.24,0.0,Young,0,14812,0,0,0.02
543,France,Female,31,2,147674.26,1,1,1,16658.76,8.864660995176113,Middle-Aged,1,16833,0,0,0.08
635,France,Female,48,8,130796.33,2,1,1,43250.3,3.0241716242430687,Middle-Aged,1,30480,0,0,0.42
631,Spain,Male,38,7,0.0,2,1,0,181605.85,0.0,Middle-Aged,0,23978,0,0,0.02
625,France,Male,22,9,0.0,2,1,0,157072.91,0.0,Young,0,13750,0,0,0.03
764,France,Male,30,5,0.0,2,0,1,105155.66,0.0,Young,0,22920,0,0,0.02
569,France,Male,36,1,67087.69,1,1,0,154775.7,0.4334510520708354,Middle-Aged,0,20484,0,0,0.12
667,Spain,Male,31,5,0.0,2,1,1,20346.69,0.0,Middle-Aged,0,20677,0,0,0.01
643,Germany,Female,34,7,160426.07,1,0,1,188533.11,0.8509172208531436,Middle-Aged,1,21862,0,0,0.24
683,France,Male,38,7,109346.13,2,1,0,102665.92,1.065067453737326,Middle-Aged,0,25954,0,0,0.11
722,France,Male,34,8,0.0,2,1,1,133447.49,0.0,Middle-Aged,0,24548,0,0,0.0
512,France,Male,36,4,152169.12,2,0,0,38629.3,3.9392150517871145,Middle-Aged,0,18432,1,0,0.11
422,France,Male,54,3,140014.42,1,0,1,86350.97,1.6214574080638586,Senior,1,22788,0,0,0.43
619,Germany,Female,33,3,100488.92,2,0,1,36446.74,2.757144260364576,Middle-Aged,0,20427,0,0,0.06
679,France,Male,45,3,146758.24,1,1,0,48466.89,3.0280102560737854,Middle-Aged,0,30555,0,0,0.25
581,Spain,Male,46,2,79385.21,2,0,0,188492.82,0.42115773958923214,Middle-Aged,0,26726,0,0,0.23
586,France,Female,60,3,47020.65,2,0,1,63241.21,0.7435128138756358,Senior,0,35160,1,0,0.24
643,Germany,Male,28,9,160858.13,2,1,0,27149.27,5.924952309951612,Young,0,18004,0,0,0.03
351,Germany,Female,57,4,163146.46,1,1,0,169621.69,0.9618254599397046,Senior,0,20007,1,1,0.81
670,France,Female,33,7,0.0,2,1,1,88187.81,0.0,Middle-Aged,0,22110,0,0,0.01
599,Spain,Male,33,4,51690.89,1,1,0,111622.76,0.4630855750207216,Middle-Aged,0,19767,1,0,0.32
700,France,Male,46,5,95872.86,1,1,0,98273.01,0.9755767122631128,Middle-Aged,0,32200,1,0,0.24
797,France,Male,45,8,0.0,1,0,0,125110.02,0.0,Middle-Aged,0,35865,0,0,0.41
699,France,Male,29,3,125689.29,1,1,1,151623.71,0.8289553790762672,Young,0,20271,0,0,0.05
680,Germany,Male,32,7,175454.0,1,0,1,77349.92,2.2683152096343475,Middle-Aged,1,21760,0,0,0.22
678,Spain,Female,27,5,87099.85,2,1,0,149550.95,0.582409205692107,Young,0,18306,0,0,0.1
601,France,Female,43,2,0.0,1,1,0,49713.87,0.0,Middle-Aged,0,25843,1,0,0.26
701,Spain,Female,39,9,0.0,2,1,1,110043.88,0.0,Middle-Aged,0,27339,0,0,0.04
652,Spain,Female,40,7,100471.34,1,1,1,124550.88,0.8066690496285533,Middle-Aged,0,26080,0,0,0.15
622,France,Male,43,8,0.0,2,1,0,100618.17,0.0,Middle-Aged,0,26746,0,0,0.04
709,France,Male,42,9,118546.71,1,0,1,77142.85,1.5367167533996993,Middle-Aged,0,29778,0,0,0.12
710,Germany,Female,41,9,149155.53,2,1,0,42131.26,3.5402579937082344,Middle-Aged,0,29110,1,0,0.24
541,France,Male,34,3,128743.55,1,1,0,134851.12,0.9547087929265994,Middle-Aged,0,18394,0,0,0.02
767,Spain,Female,24,5,0.0,2,1,1,67445.85,0.0,Young,0,18408,0,0,0.0
691,France,Male,37,9,149405.18,1,1,1,146411.6,1.0204463307552134,Middle-Aged,1,25567,0,0,0.01
756,Germany,Male,32,0,109528.16,2,1,1,56176.31,1.9497215107222245,Middle-Aged,0,24192,0,0,0.14
718,France,Male,52,8,79475.3,3,1,1,32421.32,2.4513283234612286,Senior,0,37336,1,1,0.79
502,Germany,Female,32,1,173340.83,1,0,1,122763.95,1.411984788694075,Middle-Aged,1,16064,0,0,0.19
732,Germany,Male,42,9,108748.08,2,1,1,65323.11,1.664771931403756,Middle-Aged,0,30744,0,0,0.13
798,France,Male,22,8,0.0,2,1,0,107615.43,0.0,Young,0,17556,0,0,0.04
724,Spain,Male,45,5,83888.54,1,0,1,34121.81,2.458502054844101,Middle-Aged,0,32580,0,0,0.14
491,France,Female,72,6,91285.22,1,1,1,7032.95,12.979648653836584,Elderly,0,35352,0,0,0.18
749,France,Female,60,6,0.0,1,1,0,17978.68,0.0,Senior,0,44940,1,1,0.92
587,Germany,Female,38,0,132122.42,2,0,0,31730.32,4.1639170358193685,Middle-Aged,0,22306,0,0,0.25
559,Spain,Female,31,1,139183.06,1,0,1,143360.56,0.9708601863720399,Middle-Aged,1,17329,0,0,0.08
765,Spain,Female,32,9,178095.55,1,0,0,47247.56,3.769412642684617,Middle-Aged,0,24480,0,0,0.33
849,France,Male,35,4,110837.73,1,0,0,126419.8,0.8767434373413024,Middle-Aged,0,29715,0,0,0.09
641,France,Male,37,7,0.0,2,1,0,75248.3,0.0,Middle-Aged,0,23717,0,0,0.0
475,France,Male,39,6,0.0,1,1,1,56999.9,0.0,Middle-Aged,0,18525,1,0,0.14
509,France,Male,18,7,102983.91,1,1,0,171770.58,0.5995433560275573,Young,0,9162,0,0,0.11
505,Spain,Female,45,9,131355.3,3,1,0,195395.33,0.6722540400530554,Middle-Aged,0,22725,1,1,0.88
541,France,Male,29,7,127504.57,1,0,0,86173.92,1.4796190076997775,Young,0,15689,0,0,0.03
646,France,Male,38,7,0.0,2,1,0,1528.4,0.0,Middle-Aged,0,24548,0,0,0.0
666,France,Male,39,10,0.0,2,1,0,102999.33,0.0,Middle-Aged,0,25974,0,0,0.0
850,France,Female,24,6,0.0,2,1,1,13159.9,0.0,Young,0,20400,0,0,0.06
597,France,Female,24,1,103219.47,1,1,0,60420.07,1.7083639591943538,Young,0,14328,0,0,0.07
529,Spain,Male,38,7,99842.5,2,1,0,90256.06,1.1062138099092738,Middle-Aged,0,20102,1,0,0.18
655,Spain,Male,38,3,250898.09,3,0,1,81054.0,3.0954436548473856,Middle-Aged,1,24890,1,1,0.74
734,Germany,Male,33,5,121898.58,1,1,0,61829.89,1.9715153949004276,Middle-Aged,0,24222,0,0,0.35
613,Germany,Male,28,7,76656.4,2,1,1,185483.24,0.41327938847736323,Young,0,17164,0,0,0.0
669,Spain,Female,33,8,0.0,2,0,1,128538.05,0.0,Middle-Aged,0,22077,0,0,0.03
627,Spain,Female,35,7,0.0,1,1,0,187718.26,0.0,Middle-Aged,0,21945,0,0,0.29
615,Spain,Male,41,1,126773.43,1,1,1,55551.26,2.2820981918321923,Middle-Aged,0,25215,0,0,0.04
622,France,Male,41,2,127087.06,1,1,0,102402.91,1.2410493022122124,Middle-Aged,0,25502,1,0,0.11
624,France,Male,36,6,0.0,2,0,0,84749.96,0.0,Middle-Aged,0,22464,0,0,0.01
663,France,Male,24,7,0.0,2,1,1,166310.82,0.0,Young,0,15912,0,0,0.0
601,Germany,Female,47,1,142802.02,1,1,1,57553.02,2.4812254856478426,Middle-Aged,1,28247,0,0,0.31
644,Germany,Male,35,5,161591.11,3,1,1,63795.62,2.5329499109813494,Middle-Aged,1,22540,0,1,0.79
563,Spain,Female,42,6,99056.22,2,1,0,154347.95,0.6417721777321953,Middle-Aged,0,23646,1,0,0.32
750,France,Female,35,3,0.0,1,1,0,191520.5,0.0,Middle-Aged,0,26250,0,0,0.38
629,France,Female,49,4,0.0,2,1,1,196335.48,0.0,Middle-Aged,0,30821,0,0,0.14
570,Germany,Male,38,1,127201.58,1,1,0,147168.28,0.8643274216427617,Middle-Aged,0,21660,1,0,0.42
850,Germany,Male,27,1,101278.25,2,1,1,26265.18,3.855989184159408,Young,0,22950,0,0,0.03
633,Germany,Male,50,7,88302.65,1,1,1,195937.16,0.4506682142376668,Middle-Aged,0,31650,0,0,0.29
762,Spain,Male,29,10,115545.33,2,1,0,148256.43,0.7793613403479364,Young,0,22098,0,0,0.05
445,France,Female,30,3,0.0,2,1,1,127939.19,0.0,Young,0,13350,0,0,0.15
614,France,Female,41,3,123475.04,1,1,1,179227.52,0.6889290216145377,Middle-Aged,0,25174,0,0,0.14
658,France,Male,44,2,168396.34,1,1,1,14178.73,11.876687122189365,Middle-Aged,1,28952,0,0,0.27
549,France,Female,34,4,0.0,2,0,0,139463.57,0.0,Middle-Aged,0,18666,0,0,0.04
594,France,Female,34,7,141525.55,1,0,0,9443.15,14.987112351281088,Middle-Aged,0,20196,0,0,0.04
742,Germany,Female,44,8,107926.02,1,0,1,17375.27,6.211472972794092,Middle-Aged,0,32648,1,1,0.68
411,France,Female,36,10,0.0,1,0,0,120694.35,0.0,Middle-Aged,0,14796,0,0,0.5
746,Spain,Male,24,10,68781.82,1,0,1,47997.39,1.4330325044757644,Young,0,17904,0,0,0.16
706,Spain,Male,42,9,0.0,2,1,1,28714.34,0.0,Middle-Aged,0,29652,0,0,0.03
607,France,Female,27,2,0.0,2,1,0,63495.86,0.0,Young,0,16389,0,0,0.02
615,France,Male,32,1,0.0,2,0,0,2139.25,0.0,Middle-Aged,0,19680,0,0,0.01
488,Germany,Female,33,4,140002.35,1,1,0,123613.81,1.1325785525096266,Middle-Aged,0,16104,0,0,0.15
764,Germany,Male,34,6,108760.27,2,1,0,166324.79,0.6539029449548681,Middle-Aged,0,25976,1,0,0.12
622,Spain,Female,47,6,142319.03,1,0,0,100183.05,1.4205899101694348,Middle-Aged,0,29234,0,0,0.23
709,France,Female,32,7,0.0,2,1,1,199418.02,0.0,Middle-Aged,0,22688,0,0,0.03
540,Germany,Female,35,7,128369.75,2,1,0,198256.15,0.6474944156839523,Middle-Aged,0,18900,0,0,0.15
544,France,Female,26,6,0.0,1,1,0,100200.4,0.0,Young,0,14144,1,0,0.0
850,Germany,Female,25,8,69385.17,2,1,0,87834.24,0.7899558304369685,Young,0,21250,0,0,0.04
582,France,Female,32,1,116409.55,1,0,1,152790.92,0.7618878792011986,Middle-Aged,0,18624,0,0,0.05
537,Germany,Female,47,6,103163.35,1,1,0,16259.64,6.344749945263241,Middle-Aged,0,25239,1,1,0.65
613,Spain,Male,44,9,100524.69,1,1,1,47298.95,2.1253048957746423,Middle-Aged,0,26972,0,0,0.12
562,France,Male,36,6,0.0,2,1,0,32845.32,0.0,Middle-Aged,0,20232,0,0,0.0
754,France,Male,39,3,74896.33,1,0,0,34430.16,2.1753117034599896,Middle-Aged,0,29406,0,0,0.18
470,Spain,Female,31,2,101675.22,2,1,0,45033.75,2.2577560163210926,Middle-Aged,0,14570,0,0,0.15
672,France,Female,34,1,142151.75,2,1,1,168753.34,0.8423640681719248,Middle-Aged,1,22848,0,0,0.08
663,France,Male,22,6,0.0,2,0,1,131827.15,0.0,Young,0,14586,0,0,0.0
573,Spain,Male,44,9,0.0,2,1,0,107124.17,0.0,Middle-Aged,0,25212,0,0,0.05
698,Spain,Female,40,0,92053.44,1,1,1,143681.83,0.640675581595808,Middle-Aged,0,27920,0,0,0.22
519,France,Male,34,5,0.0,1,1,0,68479.6,0.0,Middle-Aged,0,17646,0,0,0.08
584,Spain,Male,32,5,0.0,2,1,0,10956.82,0.0,Middle-Aged,0,18688,0,0,0.01
850,France,Female,32,7,0.0,2,0,0,155227.0,0.0,Middle-Aged,0,27200,0,0,0.03
774,France,Male,49,1,142767.39,1,1,1,8214.41,17.3801149443478,Middle-Aged,1,37926,0,0,0.36
594,Germany,Female,23,4,104753.84,2,1,0,56756.52,1.8456705943211458,Young,0,13662,1,0,0.18
701,Germany,Male,38,3,125385.49,2,0,1,52044.66,2.409190299254525,Middle-Aged,0,26638,0,0,0.11
597,Germany,Female,40,9,106756.01,2,1,0,151167.94,0.7062080094496227,Middle-Aged,0,23880,0,0,0.28
695,France,Male,46,4,0.0,2,1,1,137537.22,0.0,Middle-Aged,0,31970,0,0,0.02
574,Spain,Male,36,4,77967.5,1,1,0,167066.95,0.4666841646417798,Middle-Aged,0,20664,1,0,0.2
634,France,Male,45,9,0.0,2,0,0,17622.82,0.0,Middle-Aged,0,28530,0,0,0.06
650,France,Male,32,2,84906.45,1,1,0,163216.48,0.5202075795287339,Middle-Aged,0,20800,0,0,0.01
685,France,Male,40,2,168001.34,2,1,1,167400.29,1.0035904955720207,Middle-Aged,1,27400,0,0,0.15
682,France,Female,58,1,0.0,1,1,1,706.5,0.0,Senior,0,39556,0,1,0.63
669,France,Male,37,4,0.0,1,1,0,132540.33,0.0,Middle-Aged,0,24753,0,0,0.22
839,Spain,Female,33,10,75592.43,1,1,0,62674.42,1.2061129564501754,Middle-Aged,0,27687,0,0,0.15
450,France,Male,29,7,117199.8,1,1,1,43480.63,2.6954485250098723,Young,0,13050,0,0,0.01
850,Germany,Male,42,6,84445.68,3,0,1,60021.34,1.4069276027492887,Middle-Aged,0,35700,1,1,0.75
527,France,Male,31,4,0.0,1,1,0,169361.89,0.0,Middle-Aged,0,16337,0,0,0.2
792,France,Male,34,1,0.0,1,0,1,86330.32,0.0,Middle-Aged,0,26928,0,0,0.2
531,France,Female,42,2,0.0,2,0,1,90537.47,0.0,Middle-Aged,0,22302,0,0,0.06
535,Spain,Male,37,3,175534.78,2,1,1,9241.52,18.994145984643218,Middle-Aged,1,19795,0,0,0.13
751,France,Male,29,1,135536.5,1,1,0,66825.33,2.0282204367715058,Young,0,21779,0,0,0.08
556,France,Female,51,8,61354.14,1,1,0,198810.65,0.30860590214860223,Senior,0,28356,1,1,0.82
584,Germany,Female,37,10,134171.8,4,1,1,70927.11,1.8916857038162134,Middle-Aged,1,21608,1,1,0.78
763,France,Female,35,7,115651.6,2,1,1,104706.29,1.1045334525748167,Middle-Aged,0,26705,0,0,0.04
652,Germany,Male,36,9,150956.71,1,0,0,72350.17,2.0864734664756144,Middle-Aged,0,23472,0,0,0.39
436,Spain,Male,43,5,0.0,2,1,1,35687.43,0.0,Middle-Aged,0,18748,0,0,0.06
646,France,Male,52,8,59669.43,1,0,0,172495.81,0.3459181414319571,Senior,0,33592,1,1,0.66
694,Germany,Male,31,4,141989.27,2,1,0,26116.82,5.436698265715351,Middle-Aged,0,21514,0,0,0.19
608,Spain,Male,45,4,0.0,2,0,0,36697.48,0.0,Middle-Aged,0,27360,1,0,0.02
558,France,Male,27,1,152283.39,1,1,0,183271.15,0.8309185051766196,Young,0,15066,0,0,0.06
679,France,Male,40,1,0.0,1,1,1,16897.19,0.0,Middle-Aged,0,27160,0,0,0.17
577,France,Female,35,10,0.0,2,1,1,25161.61,0.0,Middle-Aged,0,20195,0,0,0.13
683,France,Female,32,9,0.0,2,1,1,24991.92,0.0,Middle-Aged,0,21856,0,0,0.03
591,Spain,Male,29,1,97541.24,1,1,1,196356.17,0.4967566845493065,Young,0,17139,0,0,0.1
636,Spain,Male,45,3,0.0,2,1,1,159463.8,0.0,Middle-Aged,0,28620,0,0,0.09
708,Spain,Female,64,5,0.0,3,0,1,112520.07,0.0,Senior,0,45312,1,1,0.56
699,Germany,Male,34,4,185173.81,2,1,0,120834.48,1.5324583678433508,Middle-Aged,0,23766,0,0,0.06
707,France,Female,31,2,82787.93,2,0,0,91423.69,0.9055413317926676,Middle-Aged,0,21917,0,0,0.11
597,France,Female,33,6,135703.59,2,0,0,74850.84,1.8129868682836425,Middle-Aged,0,19701,0,0,0.07
609,France,Male,26,7,0.0,2,1,0,98463.99,0.0,Young,0,15834,0,0,0.0
522,Germany,Female,25,5,94049.92,2,1,0,103269.0,0.9107275174544152,Young,0,13050,0,0,0.11
596,France,Male,39,9,0.0,1,1,0,48963.59,0.0,Middle-Aged,0,23244,0,0,0.04
591,France,Female,56,9,128882.49,1,1,1,196241.94,0.6567530365833114,Senior,1,33096,1,0,0.34
654,Spain,Female,36,5,0.0,2,0,0,157238.05,0.0,Middle-Aged,0,23544,0,0,0.02
649,Spain,Male,20,5,0.0,2,1,1,58309.54,0.0,Young,0,12980,0,0,0.01
640,France,Female,29,4,0.0,2,1,0,44904.26,0.0,Young,0,18560,0,0,0.03
600,France,Female,39,5,0.0,2,0,0,118272.07,0.0,Middle-Aged,0,23400,0,0,0.11
631,France,Male,32,10,0.0,2,0,1,196342.66,0.0,Middle-Aged,0,20192,0,0,0.02
850,Germany,Male,44,2,112755.34,2,0,0,158171.36,0.7128682461856559,Middle-Aged,0,37400,0,0,0.22
556,France,Female,43,6,0.0,3,0,0,125154.57,0.0,Middle-Aged,0,23908,1,1,0.85
717,Spain,Female,49,1,110864.38,2,1,1,124532.9,0.8902416951664982,Middle-Aged,0,35133,1,0,0.31
758,Spain,Male,61,2,0.0,2,1,1,43982.41,0.0,Senior,0,46238,0,0,0.06
515,Spain,Male,40,10,121355.99,1,1,0,138360.29,0.8771012983566311,Middle-Aged,0,20600,0,0,0.16
649,Germany,Female,37,8,114737.26,1,1,1,106655.88,1.075770599801905,Middle-Aged,0,24013,1,0,0.4
566,France,Male,36,1,142120.91,1,1,0,79616.37,1.7850714620623875,Middle-Aged,0,20376,0,0,0.13
760,Germany,Female,34,6,58003.41,1,1,0,90346.1,0.6420134350016216,Middle-Aged,0,25840,0,0,0.2
662,Spain,Male,37,5,94901.09,1,1,1,48233.75,1.9675246067328374,Middle-Aged,0,24494,0,0,0.04
559,Spain,Female,27,1,0.0,1,0,1,1050.33,0.0,Young,0,15093,0,0,0.11
605,Germany,Male,19,8,166133.28,1,1,1,107994.99,1.538342473109169,Young,1,11495,0,0,0.07
646,Spain,Male,32,1,0.0,2,1,0,183289.22,0.0,Middle-Aged,0,20672,0,0,0.04
753,France,Female,38,6,142263.45,1,0,1,33730.43,4.217658950686369,Middle-Aged,1,28614,0,0,0.23
696,Spain,Female,36,3,0.0,3,1,0,65039.9,0.0,Middle-Aged,0,25056,0,0,0.39
521,France,Male,22,5,0.0,2,1,1,99828.45,0.0,Young,0,11462,0,0,0.01
632,France,Male,27,4,193125.85,1,1,1,152665.85,1.2650232517619362,Young,1,17064,0,0,0.2
706,France,Male,18,2,176139.5,2,1,0,129654.22,1.358532718796195,Young,0,12708,0,0,0.08
821,Spain,Female,38,8,0.0,2,0,1,126241.4,0.0,Middle-Aged,0,31198,1,0,0.06
